"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"SLC25A14","SLC25A14","NW_021940704.1",103754943,1,5,1,0,0,0,0,2,2,5,0,2,0.4,0,-Inf,Inf,1,1,"SLC25A14","SLC25A14","GO:0006839;GO:1902600;GO:0071422;GO:0009060;GO:0015729;GO:1902358;GO:0008272;GO:1902356;GO:0015709;GO:0035435;GO:0071423"
"SLC25A15","SLC25A15","NW_021940208.1",103762412,1,1,0,2,0,0,2,1,1,3,2,1,0.333333333333333,2,0.833333333333333,0.166666666666667,0.485714285714286,1,"SLC25A15","SLC25A15","GO:0000050;GO:1990575"
"SLC25A16","SLC25A16","NW_021940593.1",103759777,0,4,0,0,0,0,0,3,0,4,0,3,0,0,NA,NA,NA,NA,"SLC25A16","SLC25A16","GO:0006839;GO:0055085"
"SLC25A17","SLC25A17","NW_021940682.1",103764601,1,4,0,0,0,0,0,1,1,4,0,1,0.25,0,-Inf,Inf,1,1,"SLC25A17","SLC25A17","GO:0015867;GO:0035350;GO:0006635;GO:0080121;GO:0035349;GO:0015866;GO:0015908;GO:0035352;GO:0001561"
"SLC25A19","SLC25A19","NW_021939798.1",103760423,2,8,0,0,0,0,0,5,2,8,0,5,0.25,0,-Inf,Inf,0.523809523809524,1,"SLC25A19","SLC25A19","GO:0042723;GO:0071934;GO:0030974;GO:0030302"
"SLC25A20","SLC25A20","NW_021939063.1",103764467,1,4,0,1,0,0,0,3,1,5,0,3,0.2,0,-Inf,Inf,1,1,"SLC25A20","SLC25A20","GO:1902616;GO:0006853;GO:0001701;GO:1902603"
"SLC25A21","SLC25A21","NW_021940750.1",103758694,2,0,1,1,0,0,2,3,3,1,2,3,3,0.666666666666667,-3.5,4.5,0.523809523809524,1,"SLC25A21","SLC25A21","GO:1990550;GO:0006554"
"SLC25A22","SLC25A22","NW_021940681.1",103754148,1,5,0,0,0,0,0,4,1,5,0,4,0.2,0,-Inf,Inf,1,1,"SLC25A22","SLC25A22","GO:0006810;GO:0015810;GO:0015813;GO:0006811;GO:0043490;GO:0070778"
"SLC25A24","SLC25A24","NW_021940660.1",103765724,1,5,0,0,0,0,0,1,1,5,0,1,0.2,0,-Inf,Inf,1,1,"SLC25A24","SLC25A24","GO:0034599;GO:0071277;GO:0010941;GO:0006839;GO:0055085;GO:0015867"
"SLC25A25","SLC25A25","NW_021940039.1",103754323,1,3,0,5,0,0,0,3,1,8,0,3,0.125,0,-Inf,Inf,1,1,"SLC25A25","SLC25A25","GO:0043010;GO:0002021;GO:0070588;GO:0035264;GO:0060612;GO:0014823;GO:0032094;GO:0046034;GO:0015867;GO:0045333"
"SLC25A26","SLC25A26","NW_021939063.1",103759318,0,1,0,2,0,0,2,1,0,3,2,1,0,2,1,0,0.4,1,"SLC25A26","SLC25A26","GO:1901962;GO:0015805;GO:0006811"
"SLC25A27","SLC25A27","NW_021938895.1",103755575,10,3,0,4,0,0,1,3,10,7,1,3,1.42857142857143,0.333333333333333,-3.28571428571429,4.28571428571429,0.31077694235589,1,"SLC25A27","SLC25A27","GO:0046324;GO:1902600;GO:0043066;GO:0010917;GO:0035356;GO:0051562;GO:0070997;GO:0009409;GO:0048839;GO:0008284"
"SLC25A28","SLC25A28","NW_021939122.1",103766967,1,0,0,0,0,0,0,0,1,0,0,0,Inf,NA,NA,NA,NA,NA,"SLC25A28","SLC25A28","GO:0048250;GO:0055072"
"SLC25A29","SLC25A29","NW_021940750.1",103753766,0,1,0,0,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA,"SLC25A29","SLC25A29","GO:1902616;GO:0015822;GO:0089709;GO:1903401;GO:0006865;GO:0006844;GO:1903400;GO:0015879;GO:1990575"
"SLC25A3","SLC25A3","NW_021940682.1",103754449,1,3,0,0,0,0,1,3,1,3,1,3,0.333333333333333,0.333333333333333,0,1,1,1,"SLC25A3","SLC25A3","GO:0035435;GO:1902600"
"SLC25A30","SLC25A30","NW_021940208.1",103762442,1,2,0,1,0,0,1,1,1,3,1,1,0.333333333333333,1,0.666666666666667,0.333333333333333,1,1,"SLC25A30","SLC25A30","GO:1902358;GO:0015709;GO:0008272;GO:0008150;GO:1902356;GO:0071423;GO:0071422;GO:0015729;GO:0035435;GO:0006839"
"SLC25A32","SLC25A32","NW_021939396.1",108640040,1,3,0,0,0,0,0,1,1,3,0,1,0.333333333333333,0,-Inf,Inf,1,1,"SLC25A32","SLC25A32","GO:1904947;GO:0046655;GO:1990548;GO:0015884"
"SLC25A33","SLC25A33","NW_021940578.1",103762169,0,3,0,1,0,0,0,4,0,4,0,4,0,0,NA,NA,NA,NA,"SLC25A33","SLC25A33","GO:0006864;GO:0030307;GO:1990314;GO:0006390;GO:0002082;GO:0000002;GO:1990519;GO:1903426;GO:0051881;GO:0071156;GO:0007005;GO:0034551;GO:0008284;GO:0031930;GO:0032869"
"SLC25A34","SLC25A34","NW_021940877.1",108642957,2,4,0,1,0,0,0,2,2,5,0,2,0.4,0,-Inf,Inf,1,1,"SLC25A34","SLC25A34","GO:0001835"
"SLC25A36","SLC25A36","NW_021940603.1",103764331,4,2,0,0,0,0,2,0,4,2,2,0,2,Inf,1,0,1,1,"SLC25A36","SLC25A36","GO:0000002;GO:0007005;GO:0006864;GO:1990519;GO:0051881"
"SLC25A37","LOC103757411","NW_021940780.1",103757411,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"SLC25A37","SLC25A37","GO:0048250;GO:0055072"
"SLC25A38","SLC25A38","NW_021940535.1",103762865,2,4,1,0,0,0,0,4,3,4,0,4,0.75,0,-Inf,Inf,0.236363636363637,1,"SLC25A38","SLC25A38","GO:0006783;GO:0030218;GO:1904983"
"SLC25A39","LOC103757330","NW_021940764.1",103757330,4,6,0,2,0,0,1,3,4,8,1,3,0.5,0.333333333333333,-0.5,1.5,1,1,"SLC25A39","SLC25A39","GO:0006783"
"SLC25A4","SLC25A4","NW_021938789.1",103758524,0,1,0,1,0,0,0,1,0,2,0,1,0,0,NA,NA,NA,NA,"SLC25A4","SLC25A4","GO:0060546;GO:0008637;GO:0015866;GO:0016032;GO:1990544;GO:0050796;GO:0000002;GO:0140021;GO:0006091;GO:0015853"
"SLC25A40","SLC25A40","NW_021940535.1",103766722,3,0,0,1,0,1,2,3,3,2,2,3,1.5,0.666666666666667,-1.25,2.25,1,1,"SLC25A40","SLC25A40","GO:0055085"
"SLC25A42","SLC25A42","NW_021940718.1",103767306,0,2,0,1,0,0,0,2,0,3,0,2,0,0,NA,NA,NA,NA,"SLC25A42","SLC25A42","GO:0080121;GO:0035349;GO:0015867;GO:0015866"
"SLC25A43","SLC25A43","NW_021939395.1",103763923,0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,"SLC25A43","SLC25A43","GO:0055085"
"SLC25A44","SLC25A44","NW_021938827.1",103759592,0,1,0,0,0,0,0,4,0,1,0,4,0,0,NA,NA,NA,NA,"SLC25A44","SLC25A44","GO:0015803;GO:0120161;GO:0055085;GO:0009083"
"SLC25A46","SLC25A46","NW_021939718.1",103755506,1,0,0,0,0,0,7,2,1,0,7,2,Inf,3.5,-Inf,Inf,1,1,"SLC25A46","SLC25A46","GO:0090149"
"SLC25A47","SLC25A47","NW_021940750.1",103753730,1,2,0,0,0,0,3,5,1,2,3,5,0.5,0.6,0.166666666666667,0.833333333333333,1,1,"SLC25A47","SLC25A47","GO:0006844;GO:1902616;GO:0006865"
"SLC25A48","SLC25A48","NW_021940620.1",103755618,2,4,1,1,0,0,0,1,3,5,0,1,0.6,0,-Inf,Inf,1,1,"SLC25A48","SLC25A48","GO:0006865;GO:1902616;GO:0006844"
"SLC25A5","SLC25A5","NW_021939395.1",115307398,1,4,0,0,0,0,0,2,1,4,0,2,0.25,0,-Inf,Inf,1,1,"SLC25A5","SLC25A5","GO:0015853;GO:0016032;GO:0007059;GO:0008284;GO:0051503;GO:0050796;GO:1901029;GO:1990830;GO:0140021;GO:1990544"
"SLC25A51","SLC25A51","NW_021940917.1",103762149,1,3,0,0,0,0,2,14,1,3,2,14,0.333333333333333,0.142857142857143,-1.33333333333333,2.33333333333333,0.508771929824561,1,"SLC25A51","SLC25A51","GO:1990549"
"SLC25A6","SLC25A6","NW_021940813.1",103767272,1,1,0,1,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1,"SLC25A6","SLC25A6","GO:0006915;GO:0016032;GO:0140021;GO:0050796;GO:1990544;GO:0006626"
"SLC26A1","SLC26A1","NW_021940917.1",103766666,1,5,2,1,0,0,3,8,3,6,3,8,0.5,0.375,-0.333333333333333,1.33333333333333,1,1,"SLC26A1","SLC26A1","GO:0006811;GO:0008272;GO:0019532;GO:0015701;GO:1902476;GO:0050428;GO:1902358;GO:0006821"
"SLC26A11","SLC26A11","NW_021939798.1",103755863,11,9,0,1,0,0,6,11,11,10,6,11,1.1,0.545454545454545,-1.01666666666667,2.01666666666667,0.341516745260035,1,"SLC26A11","SLC26A11","GO:1902358;GO:0006811;GO:0008272"
"SLC26A2","SLC26A2","NW_021939882.1",103764906,7,6,0,4,0,0,5,9,7,10,5,9,0.7,0.555555555555556,-0.26,1.26,1,1,"SLC26A2","SLC26A2","GO:0015701;GO:0006811;GO:1902358;GO:0019532;GO:1902476;GO:0001503;GO:0050428"
"SLC26A3","SLC26A3","NW_021938999.1",103755623,3,4,1,4,0,0,6,7,4,8,6,7,0.5,0.857142857142857,0.416666666666667,0.583333333333333,0.688167990308251,1,"SLC26A3","SLC26A3","GO:0060081;GO:1902358;GO:0051454;GO:0007588;GO:0019532;GO:1902476;GO:0015701;GO:0006811;GO:0006820;GO:0048240;GO:0071320"
"SLC26A4","SLC26A4","NW_021938999.1",103755604,3,3,0,2,0,0,5,4,3,5,5,4,0.6,1.25,0.52,0.48,0.637186343068696,1,"SLC26A4","SLC26A4","GO:1902358;GO:0015698;GO:0019532;GO:0015701;GO:0006885;GO:0008272;GO:0007605;GO:0006811;GO:1902476;GO:0015705;GO:0032880"
"SLC26A5","SLC26A5","NW_021938999.1",103755522,2,3,1,0,0,0,6,9,3,3,6,9,1,0.666666666666667,-0.5,1.5,1,1,"SLC26A5","SLC26A5","GO:1902476;GO:0008360;GO:0007605;GO:0019532;GO:1902358;GO:0015701"
"SLC26A6","SLC26A6","NW_021939063.1",108638889,4,5,0,0,0,0,7,13,4,5,7,13,0.8,0.538461538461538,-0.485714285714286,1.48571428571429,0.694152923538231,1,"SLC26A6","SLC26A6","GO:0042045;GO:0048240;GO:0046724;GO:1902358;GO:0006821;GO:2001150;GO:0071320;GO:0071346;GO:0019532;GO:0015724;GO:0008272;GO:0070633;GO:1902476;GO:0030321;GO:0050892;GO:0051453;GO:0006811;GO:0015797;GO:0071332;GO:0051454;GO:0015701"
"SLC26A7","SLC26A7","NW_021939396.1",103756090,2,10,0,0,0,0,2,5,2,10,2,5,0.2,0.4,0.5,0.5,0.602683178534572,1,"SLC26A7","SLC26A7","GO:0001696;GO:1902358;GO:0015701;GO:0006820;GO:1902476;GO:0006821;GO:0006811;GO:0019532;GO:0008272"
"SLC26A9","SLC26A9","NW_021940585.1",103757580,4,10,2,6,0,0,0,5,6,16,0,5,0.375,0,-Inf,Inf,0.555183946488294,1,"SLC26A9","SLC26A9","GO:0019532;GO:0010628;GO:0006820;GO:0006821;GO:0006811;GO:1902476;GO:1902358;GO:0015701"
"SLC27A1","SLC27A1","NW_021939155.1",103760489,1,6,0,1,0,0,2,2,1,7,2,2,0.142857142857143,1,0.857142857142857,0.142857142857143,0.236363636363636,1,"SLC27A1","SLC27A1","GO:0071902;GO:0015909;GO:0044381;GO:0009409;GO:0006654;GO:0150104;GO:0015911;GO:0001676;GO:1905135;GO:0006646;GO:0033211;GO:0006661;GO:0071072;GO:0031652;GO:0044539;GO:0001579;GO:0006659;GO:1990379;GO:0032049;GO:0006656;GO:0140115;GO:0032868;GO:0006655;GO:0019216;GO:0015878;GO:0010867"
"SLC27A4","SLC27A4","NW_021940039.1",103754283,3,15,0,2,0,1,1,9,3,18,1,9,0.166666666666667,0.111111111111111,-0.5,1.5,1,1,"SLC27A4","SLC27A4","GO:0006631;GO:0042760;GO:0150104;GO:0007584;GO:0044539;GO:0043065;GO:0001579;GO:0015908;GO:1990379;GO:0044381;GO:0046627;GO:0001676;GO:0062003;GO:0015909;GO:0090630;GO:0043588"
"SLC27A6","SLC27A6","NW_021940917.1",103758406,6,7,0,2,0,0,4,6,6,9,4,6,0.666666666666667,0.666666666666667,0,1,1,1,"SLC27A6","SLC27A6","GO:0015909;GO:0000038;GO:0001676"
"SLC28A3","SLC28A3","NW_021940612.1",103767127,0,1,0,0,0,0,7,12,0,1,7,12,0,0.583333333333333,1,0,1,1,"SLC28A3","SLC28A3","GO:1904823;GO:0072531;GO:1901642;GO:0015864;GO:0015860;GO:0015855;GO:0015862"
"SLC29A1","SLC29A1","NW_021940864.1",103765825,3,5,0,2,0,0,4,4,3,7,4,4,0.428571428571429,1,0.571428571428571,0.428571428571429,0.630467571644042,1,"SLC29A1","SLC29A1","GO:0032238;GO:0015858;GO:0098810;GO:0001504;GO:0006139;GO:0015862;GO:0060079;GO:0071333;GO:0071456;GO:1901642;GO:0006836;GO:0150104;GO:0015860;GO:0072531;GO:0007595;GO:0030431"
"SLC29A3","SLC29A3","NW_021940593.1",103764988,7,11,0,2,0,0,9,4,7,13,9,4,0.538461538461538,2.25,0.760683760683761,0.239316239316239,0.0798643688908235,1,"SLC29A3","SLC29A3","GO:1901642"
"SLC29A4","SLC29A4","NW_021938949.1",103761556,3,9,0,8,0,0,2,7,3,17,2,7,0.176470588235294,0.285714285714286,0.382352941176471,0.617647058823529,0.632815460401667,1,"SLC29A4","SLC29A4","GO:0051610;GO:0090494;GO:0051615;GO:0015844;GO:0051620;GO:0042908;GO:0051625;GO:1901642;GO:0006836;GO:0001692;GO:0098655;GO:1901998;GO:1903825;GO:0140115;GO:0150104;GO:0015695"
"SLC2A10","SLC2A10","NW_021939960.1",103754305,12,13,4,2,0,0,4,1,16,15,4,1,1.06666666666667,4,0.733333333333333,0.266666666666667,0.354893472540531,1,"SLC2A10","SLC2A10","GO:0008645;GO:0015757;GO:1904659;GO:1903053;GO:1902600;GO:0043588;GO:1902730;GO:0032683;GO:0030511;GO:1902729;GO:0010629;GO:0150104;GO:0060840;GO:0010628;GO:0030512;GO:0060392;GO:0098708;GO:2001045;GO:0072498;GO:0045454;GO:0070837"
"SLC2A11","LOC103762895","NW_021940671.1",103762895,1,5,0,1,0,0,1,6,1,6,1,6,0.166666666666667,0.166666666666667,0,1,1,1,"SLC2A11","SLC2A11","GO:1904659;GO:0008645"
"SLC2A12","SLC2A12","NW_021940604.1",103757669,6,3,0,0,0,0,5,8,6,3,5,8,2,0.625,-2.2,3.2,0.386996904024768,1,"SLC2A12","SLC2A12","GO:0008645;GO:1904659"
"SLC2A13","SLC2A13","NW_021938999.1",103755640,1,2,0,0,0,0,2,8,1,2,2,8,0.5,0.25,-1,2,1,1,"SLC2A13","SLC2A13","GO:0015798;GO:1902004;GO:0055085;GO:0150104"
"SLC2A2","SLC2A2","NW_021940571.1",103763268,2,2,0,2,0,0,2,3,2,4,2,3,0.5,0.666666666666667,0.25,0.75,1,1,"SLC2A2","SLC2A2","GO:0015755;GO:1904659;GO:0070837;GO:0005975;GO:0106001;GO:0050796;GO:0008645"
"SLC2A6","SLC2A6","NW_021940039.1",103760676,1,11,1,5,0,0,5,5,2,16,5,5,0.125,1,0.875,0.125,0.0627343670821932,1,"SLC2A6","SLC2A6","GO:1904659;GO:0070837;GO:0015755;GO:0006110;GO:0008645"
"SLC2A9","SLC2A9","NW_021938789.1",103755008,0,3,0,1,0,1,0,3,0,5,0,3,0,0,NA,NA,NA,NA,"SLC2A9","SLC2A9","GO:0046415;GO:0008645;GO:1902600;GO:1904659;GO:0015747"
"SLC30A1","SLC30A1","NW_021940864.1",103765985,1,3,0,1,0,0,0,4,1,4,0,4,0.25,0,-Inf,Inf,1,1,"SLC30A1","SLC30A1","GO:0006882;GO:0006829;GO:0071577;GO:0070574;GO:0090281;GO:0070509;GO:0006874;GO:0046929;GO:0071585;GO:0010312;GO:0001701;GO:0071584"
"SLC30A10","SLC30A10","NW_021940864.1",103762565,3,1,1,2,0,0,3,5,4,3,3,5,1.33333333333333,0.6,-1.22222222222222,2.22222222222222,0.619269619269619,1,"SLC30A10","SLC30A10","GO:1903427;GO:0006828;GO:0006882;GO:1905802;GO:0071577;GO:0071579;GO:0043524;GO:0070374;GO:0007173;GO:0010312;GO:2000773;GO:0071421;GO:1904385"
"SLC30A2","SLC30A2","NW_021940628.1",103754741,2,5,0,1,0,1,0,4,2,7,0,4,0.285714285714286,0,-Inf,Inf,1,1,"SLC30A2","SLC30A2","GO:0010043;GO:0071577;GO:0061090;GO:0061088"
"SLC30A3","SLC30A3","NW_021938977.1",103767280,1,5,0,0,0,0,0,2,1,5,0,2,0.2,0,-Inf,Inf,1,1,"SLC30A3","SLC30A3","GO:0099180;GO:0071577;GO:0051050;GO:0061088;GO:0010043"
"SLC30A4","SLC30A4","NW_021939189.1",103759132,0,2,1,2,0,0,0,3,1,4,0,3,0.25,0,-Inf,Inf,1,1,"SLC30A4","SLC30A4","GO:0010043;GO:0055069;GO:0061088;GO:0009636;GO:0071577"
"SLC30A5","SLC30A5","NW_021939324.1",103758450,2,0,0,1,0,0,1,10,2,1,1,10,2,0.1,-19,20,0.0934065934065933,1,"SLC30A5","SLC30A5","GO:0006882;GO:0006829;GO:0006824;GO:0010155;GO:0071577;GO:0010043"
"SLC30A6","SLC30A6","NW_021940864.1",103765834,2,3,0,3,0,0,0,3,2,6,0,3,0.333333333333333,0,-Inf,Inf,1,1,"SLC30A6","SLC30A6","GO:0071577"
"SLC30A7","SLC30A7","NW_021940660.1",103756240,0,1,1,1,0,0,1,3,1,2,1,3,0.5,0.333333333333333,-0.5,1.5,1,1,"SLC30A7","SLC30A7","GO:0006829;GO:0032119;GO:0098655"
"SLC30A8","SLC30A8","NW_021939396.1",103762560,4,3,1,2,0,0,3,2,5,5,3,2,1,1.5,0.333333333333333,0.666666666666667,1,1,"SLC30A8","SLC30A8","GO:0061088;GO:0006829;GO:0032024;GO:0006882;GO:0034341;GO:0009749;GO:0070555;GO:0030073;GO:0042593;GO:0010043;GO:0032119;GO:0071577;GO:0060627"
"SLC30A9","SLC30A9","NW_021938789.1",103760872,2,3,0,2,0,0,2,5,2,5,2,5,0.4,0.4,0,1,1,1,"SLC30A9","SLC30A9","GO:0045944;GO:0006882;GO:0006829;GO:0006289;GO:0098655"
"SLC31A1","SLC31A1","NW_021940039.1",103759652,0,1,0,0,0,1,2,2,0,2,2,2,0,1,1,0,0.466666666666667,1,"SLC31A1","SLC31A1","GO:0006825;GO:0006878;GO:0098705;GO:0072719"
"SLC31A2","SLC31A2","NW_021940039.1",103759712,1,1,0,1,0,0,1,0,1,2,1,0,0.5,Inf,1,0,1,1,"SLC31A2","SLC31A2","GO:0035434;GO:0006878;GO:1902311;GO:0006825"
"SLC32A1","SLC32A1","NW_021939960.1",103754334,2,2,0,0,0,0,2,1,2,2,2,1,1,2,0.5,0.5,1,1,"SLC32A1","SLC32A1","GO:0007568;GO:0003333;GO:0006811;GO:0007269;GO:0015812;GO:0098700;GO:0021766;GO:0015816"
"SLC33A1","SLC33A1","NW_021940571.1",103761252,1,1,0,0,0,0,0,2,1,1,0,2,1,0,-Inf,Inf,1,1,"SLC33A1","SLC33A1","GO:1902600;GO:0060395;GO:0055085;GO:0015876;GO:0030509"
"SLC34A1","SLC34A1","NW_021939882.1",103764949,2,3,1,2,0,0,3,12,3,5,3,12,0.6,0.25,-1.4,2.4,0.621385479509049,1,"SLC34A1","SLC34A1","GO:0001503;GO:0035435;GO:0055062;GO:0032026;GO:0001822;GO:0032355;GO:2000187;GO:0044341;GO:1901684;GO:0045838;GO:0097187;GO:0042493;GO:0046686;GO:1901128;GO:0033189;GO:0071248;GO:0097066;GO:0072350;GO:0071374;GO:0098719;GO:0006817;GO:0060416;GO:0072734;GO:0042431;GO:0044267;GO:0046689;GO:2000120;GO:0009100;GO:0035864;GO:0010288;GO:0030643"
"SLC34A2","SLC34A2","NW_021938789.1",103763555,1,4,0,0,0,0,9,8,1,4,9,8,0.25,1.125,0.777777777777778,0.222222222222222,0.323308270676692,1,"SLC34A2","SLC34A2","GO:0030643;GO:0043627;GO:0044341;GO:0044267;GO:0006817;GO:0035725;GO:0001701"
"SLC35A1","SLC35A1","NW_021940604.1",103763211,1,3,0,0,0,0,3,2,1,3,3,2,0.333333333333333,1.5,0.777777777777778,0.222222222222222,0.523809523809524,1,"SLC35A1","SLC35A1","GO:0072334;GO:0015782;GO:0008643;GO:0005975;GO:0006464"
"SLC35A3","SLC35A3","NW_021940660.1",103756215,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"SLC35A3","SLC35A3","GO:0006047;GO:1990569;GO:0072334;GO:0008643"
"SLC35A4","SLC35A4","NW_021939882.1",108639844,4,8,3,2,1,1,0,6,8,11,0,6,0.727272727272727,0,-Inf,Inf,0.129169960474308,1,"SLC35A4","SLC35A4","GO:0008643;GO:0090481"
"SLC35A5","SLC35A5","NW_021940122.1",103756449,3,0,0,1,0,0,3,6,3,1,3,6,3,0.5,-5,6,0.265734265734266,1,"SLC35A5","SLC35A5","GO:0008643;GO:0090481"
"SLC35B1","SLC35B1","NW_021938808.1",103757503,0,1,0,0,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA,"SLC35B1","SLC35B1","GO:0008643;GO:0072334;GO:0015786"
"SLC35B2","SLC35B2","NW_021940864.1",103765827,1,6,1,2,0,0,0,4,2,8,0,4,0.25,0,-Inf,Inf,1,1,"SLC35B2","SLC35B2","GO:0046963;GO:0050428;GO:0043123;GO:1902559"
"SLC35B3","SLC35B3","NW_021940534.1",103767374,1,4,1,0,0,0,0,1,2,4,0,1,0.5,0,-Inf,Inf,1,1,"SLC35B3","SLC35B3","GO:1902559;GO:0050428"
"SLC35B4","SLC35B4","NW_021940724.1",103767101,0,3,0,1,0,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,"SLC35B4","SLC35B4","GO:0008643;GO:1990569;GO:0006111;GO:0015790"
"SLC35C1","SLC35C1","NW_021940750.1",103754041,0,1,0,0,0,0,2,2,0,1,2,2,0,1,1,0,1,1,"SLC35C1","SLC35C1","GO:0045746;GO:0036085;GO:0036066;GO:0030259;GO:0008643"
"SLC35C2","SLC35C2","NW_021939960.1",103754210,1,1,1,0,0,0,0,1,2,1,0,1,2,0,-Inf,Inf,1,1,"SLC35C2","SLC35C2","GO:0015786;GO:0036066;GO:0010629;GO:0045747"
"SLC35D1","SLC35D1","NW_021939546.1",103755937,0,3,0,0,0,0,2,3,0,3,2,3,0,0.666666666666667,1,0,0.464285714285714,1,"SLC35D1","SLC35D1","GO:0015789;GO:0015787;GO:0008643;GO:1990569;GO:0006065"
"SLC35D2","SLC35D2","NW_021940917.1",103762052,0,1,0,2,0,0,1,3,0,3,1,3,0,0.333333333333333,1,0,1,1,"SLC35D2","SLC35D2","GO:0015787;GO:0006024;GO:1990569;GO:0015789;GO:0008150;GO:0008643;GO:0018146"
"SLC35D3","SLC35D3","NW_021940604.1",103757694,2,4,0,0,0,0,0,2,2,4,0,2,0.5,0,-Inf,Inf,1,1,"SLC35D3","SLC35D3","GO:0015789;GO:0070863;GO:0097009;GO:1990569;GO:0015787;GO:0008643"
"SLC35E1","SLC35E1","NW_021940718.1",103766320,1,2,0,2,0,0,3,5,1,4,3,5,0.25,0.6,0.583333333333333,0.416666666666667,1,1,"SLC35E1","SLC35E1","GO:0055085"
"SLC35E3","SLC35E3","NW_021940682.1",103760095,4,2,1,0,0,0,0,2,5,2,0,2,2.5,0,-Inf,Inf,0.166666666666667,1,"SLC35E3","SLC35E3","GO:0015931;GO:1901264;GO:0055085"
"SLC35F1","SLC35F1","NW_021940604.1",103761788,0,2,0,1,0,0,1,2,0,3,1,2,0,0.5,1,0,1,1,"SLC35F1","SLC35F1","GO:0055085"
"SLC35F2","SLC35F2","NW_021940208.1",103756688,10,2,0,1,0,0,5,4,10,3,5,4,3.33333333333333,1.25,-1.66666666666667,2.66666666666667,0.376160990712074,1,"SLC35F2","SLC35F2","GO:0008150;GO:0055085"
"SLC35F3","SLC35F3","NW_021940517.1",103754342,2,2,0,2,0,0,0,2,2,4,0,2,0.5,0,-Inf,Inf,1,1,"SLC35F3","SLC35F3","GO:0015888"
"SLC35F4","SLC35F4","NW_021940750.1",115307931,0,1,2,0,0,0,0,0,2,1,0,0,2,NA,NA,NA,NA,NA,"SLC35F4","SLC35F4","GO:0055085"
"SLC35F5","SLC35F5","NW_021939632.1",103756859,1,4,0,0,0,0,1,5,1,4,1,5,0.25,0.2,-0.25,1.25,1,1,"SLC35F5",NA,NA
"SLC35G1","SLC35G1","NW_021939122.1",103763115,0,2,1,0,0,0,5,4,1,2,5,4,0.5,1.25,0.6,0.4,1,1,"SLC35G1","SLC35G1","GO:0051480;GO:1990034"
"SLC35G2","SLC35G2","NW_021940603.1",103757283,4,6,1,0,0,0,3,4,5,6,3,4,0.833333333333333,0.75,-0.111111111111111,1.11111111111111,1,1,"SLC35G2",NA,NA
"SLC36A4","SLC36A4","NW_021940208.1",103767783,2,6,0,1,0,1,5,5,2,8,5,5,0.25,1,0.75,0.25,0.34984520123839,1,"SLC36A4","SLC36A4","GO:0015808;GO:1904271;GO:0015827;GO:0015824;GO:0003333;GO:1904556"
"SLC37A1","SLC37A1","NW_021940813.1",103766030,6,6,0,2,0,0,3,4,6,8,3,4,0.75,0.75,0,1,1,1,"SLC37A1","SLC37A1","GO:0035435;GO:0015760;GO:0008643"
"SLC37A2","SLC37A2","NW_021940545.1",103762748,5,8,0,2,0,0,3,7,5,10,3,7,0.5,0.428571428571429,-0.166666666666667,1.16666666666667,1,1,"SLC37A2","SLC37A2","GO:0015760;GO:0008643;GO:0035435"
"SLC37A3","SLC37A3","NW_021940682.1",103757249,3,3,2,1,0,0,4,0,5,4,4,0,1.25,Inf,1,0,0.227972027972028,1,"SLC37A3","SLC37A3","GO:0008643;GO:0035435;GO:0015760"
"SLC37A4","SLC37A4","NW_021940545.1",103762262,0,2,0,0,0,0,1,3,0,2,1,3,0,0.333333333333333,1,0,1,1,"SLC37A4","SLC37A4","GO:0008643;GO:0006094;GO:0015760;GO:0035435;GO:0006006"
"SLC38A1","SLC38A1","NW_021940682.1",103760085,0,0,0,0,0,0,0,2,0,0,0,2,NA,0,NA,NA,NA,NA,"SLC38A1","SLC38A1","GO:0015804;GO:0150104;GO:0006814;GO:1902475;GO:0006868;GO:0006865;GO:0015807;GO:0003333;GO:0001504"
"SLC38A10","SLC38A10","NW_021939798.1",103755870,9,14,2,6,0,0,7,9,11,20,7,9,0.55,0.777777777777778,0.292857142857143,0.707142857142857,0.752641671428937,1,"SLC38A10","SLC38A10","GO:0006814;GO:0003333;GO:0060348"
"SLC38A11","SLC38A11","NW_021939632.1",103764127,1,2,0,1,0,0,1,1,1,3,1,1,0.333333333333333,1,0.666666666666667,0.333333333333333,1,1,"SLC38A11","SLC38A11","GO:0006814;GO:0003333"
