"contig","gene_name","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj"
"NW_021940884.1","SCNN1B","103761631",1,0,0,2,0,0,6,14,1,2,6,14,0.5,0.428571428571429,-0.166666666666667,1.16666666666667,1,1
"NW_021940884.1","SCNN1G","103761632",0,3,0,0,0,0,2,4,0,3,2,4,0,0.5,1,0,0.5,1
"NW_021940884.1","USP31","103761488",2,6,0,2,0,0,6,20,2,8,6,20,0.25,0.3,0.166666666666667,0.833333333333333,1,1
"NW_021940884.1","HS3ST2","103761633",1,1,0,0,0,0,0,1,1,1,0,1,1,0,-Inf,Inf,1,1
"NW_021940884.1","HS3ST4","103761634",1,0,0,0,0,0,0,2,1,0,0,2,Inf,0,-Inf,Inf,0.333333333333333,1
"NW_021940884.1","KDM8","103761635",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940884.1","NSMCE1","103761489",0,1,0,1,0,0,3,3,0,2,3,3,0,1,1,0,0.464285714285714,1
"NW_021940884.1","IL4R","103761636",3,1,2,0,0,0,24,17,5,1,24,17,5,1.41176470588235,-2.54166666666667,3.54166666666667,0.383886191041495,1
"NW_021940884.1","IL21R","103761490",2,4,1,0,0,0,11,5,3,4,11,5,0.75,2.2,0.659090909090909,0.340909090909091,0.36303674787993,1
"NW_021940884.1","LOC108642032","108642032",1,2,0,1,0,0,7,9,1,3,7,9,0.333333333333333,0.777777777777778,0.571428571428571,0.428571428571429,0.618575851393189,1
"NW_021940884.1","PDPK1","103761491",1,0,0,0,0,0,0,4,1,0,0,4,Inf,0,-Inf,Inf,0.2,1
"NW_021940884.1","LOC103761639","103761639",0,3,0,0,0,0,0,1,0,3,0,1,0,0,NA,NA,NA,NA
"NW_021940884.1","UBE2I","103761492",0,0,0,0,0,0,2,1,0,0,2,1,NA,2,NA,NA,NA,NA
"NW_021940884.1","TSR3","103761640",3,2,0,0,0,0,2,5,3,2,2,5,1.5,0.4,-2.75,3.75,0.558080808080808,1
"NW_021940884.1","GNPTG","103761493",0,0,0,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA
"NW_021940890.1","LRFN5","103766682",1,11,1,1,0,2,0,3,2,14,0,3,0.142857142857143,0,-Inf,Inf,1,1
"NW_021940890.1","KLHL28","108643986",2,3,0,3,0,0,5,8,2,6,5,8,0.333333333333333,0.625,0.466666666666667,0.533333333333333,0.655658754729962,1
"NW_021940890.1","TOGARAM1","103766684",13,8,0,0,0,0,14,8,13,8,14,8,1.625,1.75,0.0714285714285714,0.928571428571429,1,1
"NW_021940890.1","PRPF39","103766679",2,1,0,0,0,0,3,4,2,1,3,4,2,0.75,-1.66666666666667,2.66666666666667,1,1
"NW_021940890.1","FKBP3","103766685",0,0,0,1,0,1,1,0,0,2,1,0,0,Inf,1,0,0.333333333333333,1
"NW_021940890.1","FANCM","103766686",28,22,5,6,0,0,33,28,33,28,33,28,1.17857142857143,1.17857142857143,0,1,1,1
"NW_021940890.1","MIS18BP1","103766687",10,8,3,1,0,0,27,15,13,9,27,15,1.44444444444444,1.8,0.197530864197531,0.802469135802469,0.787572297228424,1
"NW_021940890.1","MDGA2","103766688",5,1,0,0,1,0,3,0,6,1,3,0,6,Inf,1,0,1,1
"NW_021940896.1","DACH2","103756193",0,3,0,0,0,0,0,1,0,3,0,1,0,0,NA,NA,NA,NA
"NW_021940896.1","CHM","103756194",4,3,0,2,0,0,2,5,4,5,2,5,0.8,0.4,-1,2,0.632867132867133,1
"NW_021940896.1","POF1B","103756195",4,4,0,1,0,0,4,6,4,5,4,6,0.8,0.666666666666667,-0.2,1.2,1,1
"NW_021940896.1","ZNF711","103756186",1,5,0,3,0,0,1,13,1,8,1,13,0.125,0.0769230769230769,-0.625,1.625,1,1
"NW_021940896.1","LOC108642050","108642050",1,3,1,1,0,0,2,0,2,4,2,0,0.5,Inf,1,0,0.428571428571429,1
"NW_021940896.1","APOOL","103765630",4,5,0,0,0,0,1,4,4,5,1,4,0.8,0.25,-2.2,3.2,0.58041958041958,1
"NW_021940896.1","LOC103756197","103756197",4,10,1,4,0,0,4,17,5,14,4,17,0.357142857142857,0.235294117647059,-0.517857142857143,1.51785714285714,0.711552636552636,1
"NW_021940896.1","HDX","103756187",3,5,0,1,0,0,2,7,3,6,2,7,0.5,0.285714285714286,-0.75,1.75,1,1
"NW_021940896.1","RPS6KA6","103756188",0,6,0,4,0,0,0,1,0,10,0,1,0,0,NA,NA,NA,NA
"NW_021940896.1","POU3F4","108642204",0,0,0,0,1,1,0,0,1,1,0,0,1,NA,NA,NA,NA,NA
"NW_021940896.1","LOC103756189","103756189",2,5,1,4,0,0,1,3,3,9,1,3,0.333333333333333,0.333333333333333,0,1,1,1
"NW_021940896.1","LOC103756198","103756198",5,12,0,6,0,0,1,6,5,18,1,6,0.277777777777778,0.166666666666667,-0.666666666666667,1.66666666666667,1,1
"NW_021940896.1","LOC103756199","103756199",2,4,0,2,0,0,3,5,2,6,3,5,0.333333333333333,0.6,0.444444444444444,0.555555555555556,1,1
"NW_021940896.1","SH3BGRL","103756200",0,2,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021940896.1","HMGN5","108642044",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021940896.1","BRWD3","103756201",3,14,1,3,0,0,2,14,4,17,2,14,0.235294117647059,0.142857142857143,-0.647058823529412,1.64705882352941,0.679626150214386,1
"NW_021940896.1","LOC108642045","108642045",12,9,2,2,0,1,2,2,14,12,2,2,1.16666666666667,1,-0.166666666666667,1.16666666666667,1,1
"NW_021940896.1","TENT5D","103765465",1,2,0,0,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1
"NW_021940896.1","CHMP1B","103756202",0,1,0,1,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
"NW_021940896.1","TBX22","103756204",4,4,1,2,0,0,3,6,5,6,3,6,0.833333333333333,0.5,-0.666666666666667,1.66666666666667,0.66992140985949,1
"NW_021940896.1","LOC108642046","108642046",5,1,2,0,0,0,1,0,7,1,1,0,7,Inf,1,0,1,1
"NW_021940901.1","MYO10","115308035",0,0,0,0,0,0,2,0,0,0,2,0,NA,Inf,NA,NA,NA,NA
"NW_021940901.1","RETREG1","103756633",2,4,0,0,0,0,3,6,2,4,3,6,0.5,0.5,0,1,1,1
"NW_021940901.1","ZNF622","103756634",1,2,0,3,0,0,2,4,1,5,2,4,0.2,0.5,0.6,0.4,1,1
"NW_021940901.1","MARCHF11","103756640",3,1,0,1,0,0,0,2,3,2,0,2,1.5,0,-Inf,Inf,0.428571428571428,1
"NW_021940901.1","FBXL7","103756635",0,5,0,1,0,0,1,2,0,6,1,2,0,0.5,1,0,0.333333333333333,1
"NW_021940901.1","ANKH","103756641",0,3,0,1,0,0,0,1,0,4,0,1,0,0,NA,NA,NA,NA
"NW_021940901.1","OTULIN","103756636",0,3,1,3,0,0,1,0,1,6,1,0,0.166666666666667,Inf,1,0,0.25,1
"NW_021940901.1","OTULINL","103756637",1,0,0,1,0,0,2,2,1,1,2,2,1,1,0,1,1,1
"NW_021940901.1","TRIO","103756638",2,20,0,5,0,0,3,25,2,25,3,25,0.08,0.12,0.333333333333333,0.666666666666667,1,1
"NW_021940901.1","DNAH5","103756642",22,40,12,12,0,1,35,33,34,53,35,33,0.641509433962264,1.06060606060606,0.395148247978437,0.604851752021563,0.14402154561421,1
"NW_021940906.1","PHF20","103767292",2,6,1,0,0,0,7,14,3,6,7,14,0.5,0.5,0,1,1,1
"NW_021940906.1","SLA2","103767289",2,1,1,0,0,0,2,2,3,1,2,2,3,1,-2,3,1,1
"NW_021940906.1","NDRG3","103767274",0,3,0,0,0,0,1,3,0,3,1,3,0,0.333333333333333,1,0,1,1
"NW_021940906.1","RALGAPB","103767256",1,7,0,1,0,0,0,12,1,8,0,12,0.125,0,-Inf,Inf,0.428571428571428,1
"NW_021940906.1","CHD6","103767513",4,17,1,2,0,0,11,22,5,19,11,22,0.263157894736842,0.5,0.473684210526316,0.526315789473684,0.377951673980395,1
"NW_021940906.1","RBL1","103767506",4,7,3,0,0,0,6,10,7,7,6,10,1,0.6,-0.666666666666667,1.66666666666667,0.713139921267436,1
"NW_021940906.1","SAMHD1","103767496",4,4,1,0,0,0,3,3,5,4,3,3,1.25,1,-0.25,1.25,1,1
"NW_021940906.1","TLDC2","103767488",5,5,0,0,0,0,1,4,5,5,1,4,1,0.25,-3,4,0.580419580419581,1
"NW_021940906.1","PIGU","103767478",1,4,0,0,0,0,0,2,1,4,0,2,0.25,0,-Inf,Inf,1,1
"NW_021940906.1","TP53INP2","108642066",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021940906.1","NCOA6","103767246",7,9,1,2,0,0,15,29,8,11,15,29,0.727272727272727,0.517241379310345,-0.406060606060606,1.40606060606061,0.578485609057966,1
"NW_021940906.1","GGT7","103767458",1,3,0,0,0,0,2,9,1,3,2,9,0.333333333333333,0.222222222222222,-0.5,1.5,1,1
"NW_021940906.1","RAB5IF","103767450",0,0,0,0,0,0,3,0,0,0,3,0,NA,Inf,NA,NA,NA,NA
"NW_021940906.1","MYL9","103767228",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940906.1","TGIF2","103767439",0,2,1,0,0,0,2,7,1,2,2,7,0.5,0.285714285714286,-0.75,1.75,1,1
"NW_021940906.1","DLGAP4","103767217",2,5,1,5,0,0,5,16,3,10,5,16,0.3,0.3125,0.04,0.96,1,1
"NW_021940906.1","AAR2","103767418",0,1,0,0,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA
"NW_021940906.1","EPB41L1","103767410",3,1,0,1,0,0,3,9,3,2,3,9,1.5,0.333333333333333,-3.5,4.5,0.280058177117001,1
"NW_021940906.1","LOC103767206","103767206",1,1,0,0,0,0,0,2,1,1,0,2,1,0,-Inf,Inf,1,1
"NW_021940906.1","L3MBTL1","103767195",0,3,0,0,0,0,3,13,0,3,3,13,0,0.230769230769231,1,0,1,1
"NW_021940906.1","LOC103767399","103767399",2,1,1,1,0,1,6,4,3,3,6,4,1,1.5,0.333333333333333,0.666666666666667,1,1
"NW_021940906.1","LOC103767392","103767392",44,21,4,3,0,1,84,62,48,25,84,62,1.92,1.35483870967742,-0.417142857142857,1.41714285714286,0.305209544763325,1
"NW_021940910.1","POLR1A","103764109",7,19,2,4,0,2,12,14,9,25,12,14,0.36,0.857142857142857,0.58,0.42,0.171947163014553,1
"NW_021940910.1","PTCD3","103764111",11,11,1,5,0,0,2,5,12,16,2,5,0.75,0.4,-0.875,1.875,0.676030408118349,1
"NW_021940910.1","IMMT","103764112",2,7,0,3,0,0,3,5,2,10,3,5,0.2,0.6,0.666666666666667,0.333333333333333,0.347265221878225,1
"NW_021940910.1","MRPL35","103764113",0,1,0,1,0,0,0,3,0,2,0,3,0,0,NA,NA,NA,NA
"NW_021940910.1","REEP1","103764102",1,5,0,3,0,0,1,1,1,8,1,1,0.125,1,0.875,0.125,0.345454545454545,1
"NW_021940910.1","KDM3A","103764103",1,11,0,4,1,0,3,18,2,15,3,18,0.133333333333333,0.166666666666667,0.2,0.8,1,1
"NW_021940910.1","LOC103764104","103764104",6,12,0,4,0,0,3,5,6,16,3,5,0.375,0.6,0.375,0.625,0.666234575020182,1
"NW_021940910.1","RMND5A","103764105",0,1,0,0,0,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA
"NW_021940910.1","LOC103764115","103764115",3,3,0,0,0,1,1,2,3,4,1,2,0.75,0.5,-0.5,1.5,1,1
"NW_021940910.1","LOC103764116","103764116",1,0,0,0,0,0,1,0,1,0,1,0,Inf,Inf,NA,NA,NA,NA
"NW_021940910.1","CD8B","103764106",4,1,1,1,0,0,8,3,5,2,8,3,2.5,2.66666666666667,0.0625,0.9375,1,1
"NW_021940910.1","LOC108642075","108642075",1,2,0,5,0,0,2,7,1,7,2,7,0.142857142857143,0.285714285714286,0.5,0.5,1,1
"NW_021940910.1","LOC108642074","108642074",7,17,0,3,0,0,7,6,7,20,7,6,0.35,1.16666666666667,0.7,0.3,0.155322381928656,1
"NW_021940910.1","SMYD1","103764107",1,10,0,1,0,0,1,1,1,11,1,1,0.0909090909090909,1,0.909090909090909,0.0909090909090909,0.274725274725275,1
"NW_021940910.1","FABP1","103764108",2,0,0,0,0,0,3,0,2,0,3,0,Inf,Inf,NA,NA,NA,NA
"NW_021940910.1","THNSL2","103764118",10,14,0,3,0,1,6,3,10,18,6,3,0.555555555555556,2,0.722222222222222,0.277777777777778,0.135723703216996,1
"NW_021940910.1","FOXI3","103764119",0,4,0,1,0,0,0,1,0,5,0,1,0,0,NA,NA,NA,NA
"NW_021940910.1","LOC108642073","108642073",4,5,3,3,0,0,8,1,7,8,8,1,0.875,8,0.890625,0.109375,0.0803485113621067,1
"NW_021940910.1","LOC103764120","103764120",2,6,0,1,0,0,2,4,2,7,2,4,0.285714285714286,0.5,0.428571428571429,0.571428571428571,1,1
"NW_021940910.1","EIF2AK3","103764122",0,10,0,1,0,0,2,4,0,11,2,4,0,0.5,1,0,0.110294117647059,1
"NW_021940910.1","RPIA","103764123",2,3,1,0,0,0,2,1,3,3,2,1,1,2,0.5,0.5,1,1
"NW_021940910.1","SUCLG1","103764124",0,6,0,2,0,0,0,2,0,8,0,2,0,0,NA,NA,NA,NA
"NW_021940910.1","LOC108642071","108642071",4,3,0,1,0,0,5,5,4,4,5,5,1,1,0,1,1,1
"NW_021940916.1","CCDC124","103763835",1,3,0,2,0,0,0,1,1,5,0,1,0.2,0,-Inf,Inf,1,1
"NW_021940916.1","MAP1S","115308039",8,13,2,1,0,0,4,3,10,14,4,3,0.714285714285714,1.33333333333333,0.464285714285714,0.535714285714286,0.670547521937956,1
"NW_021940916.1","LOC115308040","115308040",0,0,0,1,0,0,0,2,0,1,0,2,0,0,NA,NA,NA,NA
"NW_021940916.1","SLC39A3","103762253",7,11,0,1,0,0,0,1,7,12,0,1,0.583333333333333,0,-Inf,Inf,1,1
"NW_021940916.1","SGTA","103762243",0,3,0,0,0,0,0,3,0,3,0,3,0,0,NA,NA,NA,NA
"NW_021940916.1","LOC103762233","103762233",1,4,0,1,0,0,2,4,1,5,2,4,0.2,0.5,0.6,0.4,1,1
"NW_021940916.1","PCSK4","103762221",6,10,3,4,0,0,3,5,9,14,3,5,0.642857142857143,0.6,-0.0714285714285714,1.07142857142857,1,1
"NW_021940916.1","RPS15","103763844",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021940916.1","DAZAP1","103763850",0,2,0,0,0,1,0,4,0,3,0,4,0,0,NA,NA,NA,NA
"NW_021940916.1","GAMT","103763849",2,5,2,2,0,0,2,1,4,7,2,1,0.571428571428571,2,0.714285714285714,0.285714285714286,0.538461538461539,1
"NW_021940916.1","NDUFS7","103763848",1,2,0,0,0,0,0,1,1,2,0,1,0.5,0,-Inf,Inf,1,1
"NW_021940916.1","PWWP3A","103763843",6,6,0,1,0,0,6,12,6,7,6,12,0.857142857142857,0.5,-0.714285714285714,1.71428571428571,0.709769447073698,1
"NW_021940916.1","SNF8","103757490",2,2,1,0,0,0,3,2,3,2,3,2,1.5,1.5,0,1,1,1
"NW_021940916.1","CIRBP","103763842",0,1,0,0,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA
"NW_021940916.1","ATP5F1D","115308041",0,3,0,0,0,0,2,7,0,3,2,7,0,0.285714285714286,1,0,1,1
"NW_021940916.1","STK11","103761656",1,3,0,2,0,0,1,8,1,5,1,8,0.2,0.125,-0.6,1.6,1,1
"NW_021940916.1","SBNO2","103761686",1,6,1,0,0,1,2,14,2,7,2,14,0.285714285714286,0.142857142857143,-1,2,0.601581027667984,1
"NW_021940916.1","ARHGAP45","103761683",7,25,2,5,0,1,4,12,9,31,4,12,0.290322580645161,0.333333333333333,0.129032258064516,0.870967741935484,1,1
"NW_021940916.1","CNN2","103761682",1,3,0,0,0,0,1,3,1,3,1,3,0.333333333333333,0.333333333333333,0,1,1,1
"NW_021940916.1","TMEM259","103761679",4,10,0,3,0,0,2,8,4,13,2,8,0.307692307692308,0.25,-0.230769230769231,1.23076923076923,1,1
"NW_021940916.1","GRIN3B","108642079",10,15,3,3,0,0,3,8,13,18,3,8,0.722222222222222,0.375,-0.925925925925926,1.92592592592593,0.485385105712826,1
"NW_021940916.1","WDR18","103761678",2,1,0,2,0,0,3,5,2,3,3,5,0.666666666666667,0.6,-0.111111111111111,1.11111111111111,1,1
"NW_021940916.1","R3HDM4","103761677",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940916.1","MED16","103761676",2,6,1,2,0,0,1,8,3,8,1,8,0.375,0.125,-2,3,0.591331269349845,1
"NW_021940916.1","LOC115308044","115308044",3,1,0,2,0,0,4,5,3,3,4,5,1,0.8,-0.25,1.25,1,1
"NW_021940916.1","PLPPR3","115308042",0,2,0,1,0,0,0,3,0,3,0,3,0,0,NA,NA,NA,NA
"NW_021940916.1","PTBP1","103761655",0,2,0,1,0,0,1,8,0,3,1,8,0,0.125,1,0,1,1
"NW_021940916.1","LOC103761674","103761674",6,7,1,1,0,0,10,10,7,8,10,10,0.875,1,0.125,0.875,1,1
"NW_021940916.1","MISP","103761654",8,7,1,2,0,0,8,14,9,9,8,14,1,0.571428571428571,-0.75,1.75,0.522778863401778,1
"NW_021940916.1","PALM","108642081",0,4,0,1,0,0,3,6,0,5,3,6,0,0.5,1,0,0.258241758241758,1
"NW_021940916.1","FSTL3","103761672",0,1,0,0,0,0,0,4,0,1,0,4,0,0,NA,NA,NA,NA
"NW_021940916.1","RNF126","103761671",0,2,0,1,0,0,1,5,0,3,1,5,0,0.2,1,0,1,1
"NW_021940916.1","FGF22","103761669",2,0,0,0,0,0,1,1,2,0,1,1,Inf,1,-Inf,Inf,1,1
"NW_021940916.1","POLRMT","103761668",5,4,0,1,0,0,14,15,5,5,14,15,1,0.933333333333333,-0.0714285714285714,1.07142857142857,1,1
"NW_021940916.1","HCN2","108644219",0,2,0,0,0,0,1,5,0,2,1,5,0,0.2,1,0,1,1
"NW_021940916.1","BSG","103761666",1,3,0,0,0,0,5,4,1,3,5,4,0.333333333333333,1.25,0.733333333333333,0.266666666666667,0.559440559440559,1
"NW_021940916.1","CDC34","103761665",0,2,0,0,0,0,4,3,0,2,4,3,0,1.33333333333333,1,0,0.444444444444445,1
"NW_021940916.1","MADCAM1","108642087",5,5,2,0,0,0,4,5,7,5,4,5,1.4,0.8,-0.75,1.75,0.66992140985949,1
"NW_021940916.1","LOC103761653","103761653",2,5,0,1,0,0,0,4,2,6,0,4,0.333333333333333,0,-Inf,Inf,0.515151515151515,1
"NW_021940916.1","SHC2","103761664",2,2,0,0,0,0,1,4,2,2,1,4,1,0.25,-3,4,0.523809523809524,1
"NW_021940916.1","C2CD4C","103761663",1,1,0,0,0,0,2,7,1,1,2,7,1,0.285714285714286,-2.5,3.5,0.490909090909091,1
"NW_021940916.1","MIER2","103761652",1,1,1,0,0,0,1,6,2,1,1,6,2,0.166666666666667,-11,12,0.183333333333333,1
"NW_021940916.1","PLPP2","103761651",1,0,0,1,0,0,4,6,1,1,4,6,1,0.666666666666667,-0.5,1.5,1,1
"NW_021940916.1","LOC103761650","103761650",1,5,1,2,0,0,9,7,2,7,9,7,0.285714285714286,1.28571428571429,0.777777777777778,0.222222222222222,0.207715708709113,1
"NW_021940916.1","LOC103761662","103761662",0,0,0,0,0,0,3,1,0,0,3,1,NA,3,NA,NA,NA,NA
"NW_021940916.1","TLE5","103761661",0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1
"NW_021940916.1","LOC103761649","103761649",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940916.1","LOC103761647","103761647",0,0,0,1,0,0,4,2,0,1,4,2,0,2,1,0,0.428571428571429,1
"NW_021940916.1","LOC103761646","103761646",1,0,0,0,0,0,2,3,1,0,2,3,Inf,0.666666666666667,-Inf,Inf,1,1
"NW_021940916.1","S1PR4","103761645",0,2,0,0,0,0,1,3,0,2,1,3,0,0.333333333333333,1,0,1,1
"NW_021940916.1","NCLN","103761644",1,0,0,0,0,0,1,5,1,0,1,5,Inf,0.2,-Inf,Inf,0.285714285714286,1
"NW_021940916.1","CELF5","103761643",1,0,0,0,0,0,2,1,1,0,2,1,Inf,2,-Inf,Inf,1,1
"NW_021940916.1","HSD11B1L","103761642",0,0,0,0,0,0,1,0,0,0,1,0,NA,Inf,NA,NA,NA,NA
"NW_021940916.1","MICOS13","103761660",1,0,0,0,0,0,1,1,1,0,1,1,Inf,1,-Inf,Inf,1,1
"NW_021940916.1","LOC103761658","103761658",1,0,0,0,0,0,4,6,1,0,4,6,Inf,0.666666666666667,-Inf,Inf,0.454545454545455,1
"NW_021940916.1","LOC103761657","103761657",1,0,0,1,0,0,1,6,1,1,1,6,1,0.166666666666667,-5,6,0.416666666666667,1
"NW_021940917.1","LOC103764830","103764830",0,0,0,1,0,0,4,5,0,1,4,5,0,0.8,1,0,1,1
"NW_021940917.1","SLF1","103764846",0,1,0,0,0,0,11,12,0,1,11,12,0,0.916666666666667,1,0,1,1
"NW_021940917.1","MCTP1","103764845",1,1,1,1,0,0,2,11,2,2,2,11,1,0.181818181818182,-4.5,5.5,0.21890756302521,1
"NW_021940917.1","LOC108641923","108641923",2,1,0,0,0,0,4,6,2,1,4,6,2,0.666666666666667,-2,3,0.559440559440559,1
"NW_021940917.1","TTC37","103764844",0,3,0,0,0,0,20,23,0,3,20,23,0,0.869565217391304,1,0,0.246376811594203,1
"NW_021940917.1","ARSK","103764843",1,0,0,0,0,0,14,8,1,0,14,8,Inf,1.75,-Inf,Inf,1,1
"NW_021940917.1","PCSK5","103764842",5,2,0,1,0,0,16,17,5,3,16,17,1.66666666666667,0.941176470588235,-0.770833333333333,1.77083333333333,0.696516403833477,1
"NW_021940917.1","OSTF1","103764841",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940917.1","NMRK1","103764840",0,1,0,0,0,0,4,4,0,1,4,4,0,1,1,0,1,1
"NW_021940917.1","CARNMT1","103764829",0,0,0,0,0,0,1,5,0,0,1,5,NA,0.2,NA,NA,NA,NA
"NW_021940917.1","CUNH9orf40","108641968",0,0,0,0,0,0,1,0,0,0,1,0,NA,Inf,NA,NA,NA,NA
"NW_021940917.1","LOC112841366","112841366",0,1,1,0,0,0,3,3,1,1,3,3,1,1,0,1,1,1
"NW_021940917.1","TRPM6","103764839",4,0,0,1,0,0,12,15,4,1,12,15,4,0.8,-4,5,0.332591768631813,1
"NW_021940917.1","RORB","103764827",0,1,0,1,0,0,2,5,0,2,2,5,0,0.4,1,0,1,1
"NW_021940917.1","ANXA1","103764826",0,1,0,0,0,0,2,5,0,1,2,5,0,0.4,1,0,1,1
"NW_021940917.1","ALDH1A1","103764825",1,2,0,2,0,0,5,7,1,4,5,7,0.25,0.714285714285714,0.65,0.35,0.600032320620556,1
"NW_021940917.1","TMC1","103764837",2,1,1,0,0,0,5,15,3,1,5,15,3,0.333333333333333,-8,9,0.0909090909090909,1
"NW_021940917.1","ZFAND5","103764824",1,1,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA
"NW_021940917.1","GDA","103764823",0,1,0,1,0,0,3,5,0,2,3,5,0,0.6,1,0,1,1
"NW_021940917.1","CUNH9orf85","103764822",0,0,0,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA
"NW_021940917.1","ABHD17B","103764821",0,0,0,0,0,0,0,4,0,0,0,4,NA,0,NA,NA,NA,NA
"NW_021940917.1","CEMIP2","103764820",1,0,2,2,0,0,8,10,3,2,8,10,1.5,0.8,-0.875,1.875,0.64040536122916,1
"NW_021940917.1","TRPM3","103764836",1,1,1,1,0,0,4,25,2,2,4,25,1,0.16,-5.25,6.25,0.142228739002933,1
"NW_021940917.1","SMC5","103764835",2,1,0,1,0,0,18,17,2,2,18,17,1,1.05882352941176,0.0555555555555556,0.944444444444444,1,1
"NW_021940917.1","MAMDC2","103764834",2,0,0,1,0,0,4,5,2,1,4,5,2,0.8,-1.5,2.5,1,1
"NW_021940917.1","PTAR1","103764833",0,2,0,0,0,0,2,3,0,2,2,3,0,0.666666666666667,1,0,1,1
"NW_021940917.1","APBA1","103764831",1,4,0,0,0,0,0,9,1,4,0,9,0.25,0,-Inf,Inf,0.357142857142857,1
"NW_021940917.1","FAM189A2","103757244",1,1,0,0,0,0,13,3,1,1,13,3,1,4.33333333333333,0.769230769230769,0.230769230769231,0.405228758169935,1
"NW_021940917.1","LOC108641925","108641925",2,3,0,0,0,0,7,9,2,3,7,9,0.666666666666667,0.777777777777778,0.142857142857143,0.857142857142857,1,1
"NW_021940917.1","LOC108641951","108641951",0,0,0,0,0,0,4,6,0,0,4,6,NA,0.666666666666667,NA,NA,NA,NA
"NW_021940917.1","LOC108641970","108641970",0,1,0,0,0,0,3,4,0,1,3,4,0,0.75,1,0,1,1
"NW_021940917.1","LSM5","103757243",0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
"NW_021940917.1","TMED7","103757242",0,0,0,1,0,0,1,3,0,1,1,3,0,0.333333333333333,1,0,1,1
"NW_021940917.1","CDO1","103757241",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NW_021940917.1","ATG12","108641926",0,1,0,0,0,0,0,3,0,1,0,3,0,0,NA,NA,NA,NA
"NW_021940917.1","AP3S1","103757179",0,0,1,0,0,0,1,1,1,0,1,1,Inf,1,-Inf,Inf,1,1
"NW_021940917.1","LVRN","103757239",3,1,1,2,0,0,12,5,4,3,12,5,1.33333333333333,2.4,0.444444444444444,0.555555555555556,0.646626447541779,1
"NW_021940917.1","ARL14EPL","103757178",0,1,0,1,0,0,3,0,0,2,3,0,0,Inf,1,0,0.1,1
"NW_021940917.1","COMMD10","103757238",1,1,2,1,0,0,4,5,3,2,4,5,1.5,0.8,-0.875,1.875,1,1
"NW_021940917.1","SEMA6A","103757177",1,2,0,1,0,0,3,9,1,3,3,9,0.333333333333333,0.333333333333333,0,1,1,1
"NW_021940917.1","DTWD2","103757237",2,0,1,0,0,0,0,2,3,0,0,2,Inf,0,-Inf,Inf,0.1,1
"NW_021940917.1","DMXL1","103757236",3,6,1,5,0,0,27,36,4,11,27,36,0.363636363636364,0.75,0.515151515151515,0.484848484848485,0.379568244683215,1
"NW_021940917.1","TNFAIP8","103757176",0,0,0,0,0,0,0,2,0,0,0,2,NA,0,NA,NA,NA,NA
"NW_021940917.1","HSD17B4","103757235",1,2,0,0,0,0,0,8,1,2,0,8,0.5,0,-Inf,Inf,0.272727272727273,1
"NW_021940917.1","PRR16","103757175",0,4,1,0,0,0,2,8,1,4,2,8,0.25,0.25,0,1,1,1
"NW_021940917.1","SRFBP1","103757233",2,1,1,1,0,1,4,3,3,3,4,3,1,1.33333333333333,0.25,0.75,1,1
"NW_021940917.1","LOX","103757174",0,0,0,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA
"NW_021940917.1","LOC103757232","103757232",0,0,0,1,0,0,2,4,0,1,2,4,0,0.5,1,0,1,1
"NW_021940917.1","SNCAIP","103757173",0,8,1,1,0,0,4,15,1,9,4,15,0.111111111111111,0.266666666666667,0.583333333333333,0.416666666666667,0.632815460401667,1
"NW_021940917.1","SNX2","103757172",1,2,0,0,0,0,0,4,1,2,0,4,0.5,0,-Inf,Inf,0.428571428571428,1
